lens_id,label,value,category
canon_400_4p0_do_is,Tripod collar,Yes,Physical
canon_400_4p0_do_is,Optional accessories,Lens Case 400,Physical
canon_28-200_3p5-5p6,Lens type,Zoom lens,Principal specifications
canon_28-200_3p5-5p6,Max Format size,35mm FF,Principal specifications
canon_28-200_3p5-5p6,Focal length,28–200 mm,Principal specifications
canon_28-200_3p5-5p6,Image stabilization,No,Principal specifications
canon_28-200_3p5-5p6,Lens mount,Canon EF,Principal specifications
canon_28-200_3p5-5p6,Maximum aperture,F3.5–5.6,Aperture
canon_28-200_3p5-5p6,Minimum aperture,F22–36,Aperture
canon_28-200_3p5-5p6,Aperture ring,No,Aperture
canon_28-200_3p5-5p6,Number of diaphragm blades,6,Aperture
canon_28-200_3p5-5p6,Elements,16,Optics
canon_28-200_3p5-5p6,Groups,12,Optics
canon_28-200_3p5-5p6,Minimum focus,0.45 m (17.72″),Focus
canon_28-200_3p5-5p6,Maximum magnification,0.28×,Focus
canon_28-200_3p5-5p6,Autofocus,Yes,Focus
canon_28-200_3p5-5p6,Motor type,Micromotor,Focus
canon_28-200_3p5-5p6,Full time manual,No,Focus
canon_28-200_3p5-5p6,Focus method,Internal,Focus
canon_28-200_3p5-5p6,Distance scale,Yes,Focus
canon_28-200_3p5-5p6,DoF scale,No,Focus
canon_28-200_3p5-5p6,Weight,495 g (1.09 lb),Physical
canon_28-200_3p5-5p6,Diameter,78 mm (3.09″),Physical
canon_28-200_3p5-5p6,Length,90 mm (3.53″),Physical
canon_28-200_3p5-5p6,Materials,"Plastic barrel, metal mount",Physical
canon_28-200_3p5-5p6,Sealing,Yes,Physical
canon_28-200_3p5-5p6,Colour,Black,Physical
canon_28-200_3p5-5p6,Zoom method,Rotary (extending),Physical
canon_28-200_3p5-5p6,Power zoom,No,Physical
canon_28-200_3p5-5p6,Zoom lock,No,Physical
canon_28-200_3p5-5p6,Filter thread,72.0 mm,Physical
canon_28-200_3p5-5p6,Hood product code,EW-78D,Physical
canon_28-200_3p5-5p6,Tripod collar,No,Physical
canon_28-200_3p5-5p6,Optional accessories,Soft Case LP1116,Physical
canon_28-105_3p5-4p5_ii,Lens type,Zoom lens,Principal specifications
canon_28-105_3p5-4p5_ii,Max Format size,35mm FF,Principal specifications
canon_28-105_3p5-4p5_ii,Focal length,28–105 mm,Principal specifications
canon_28-105_3p5-4p5_ii,Image stabilization,No,Principal specifications
canon_28-105_3p5-4p5_ii,Lens mount,Canon EF,Principal specifications
canon_28-105_3p5-4p5_ii,Maximum aperture,F3.5–4.5,Aperture
canon_28-105_3p5-4p5_ii,Minimum aperture,F22–27,Aperture
canon_28-105_3p5-4p5_ii,Aperture ring,No,Aperture
canon_28-105_3p5-4p5_ii,Number of diaphragm blades,7,Aperture
canon_28-105_3p5-4p5_ii,Elements,15,Optics
canon_28-105_3p5-4p5_ii,Groups,12,Optics
canon_28-105_3p5-4p5_ii,Minimum focus,0.50 m (19.69″),Focus
canon_28-105_3p5-4p5_ii,Maximum magnification,0.19×,Focus
canon_28-105_3p5-4p5_ii,Autofocus,Yes,Focus
canon_28-105_3p5-4p5_ii,Motor type,Ring-type ultrasonic,Focus
canon_28-105_3p5-4p5_ii,Full time manual,Yes,Focus
canon_28-105_3p5-4p5_ii,Focus method,Internal,Focus
canon_28-105_3p5-4p5_ii,Distance scale,Yes,Focus
canon_28-105_3p5-4p5_ii,Weight,375 g (0.83 lb),Physical
canon_28-105_3p5-4p5_ii,Diameter,72 mm (2.83″),Physical
canon_28-105_3p5-4p5_ii,Length,75 mm (2.95″),Physical
canon_28-105_3p5-4p5_ii,Materials,"Plastic barrel, metal mount",Physical
canon_28-105_3p5-4p5_ii,Colour,Black,Physical
canon_28-105_3p5-4p5_ii,Zoom method,Rotary (internal),Physical
canon_28-105_3p5-4p5_ii,Power zoom,No,Physical
canon_28-105_3p5-4p5_ii,Zoom lock,No,Physical
canon_28-105_3p5-4p5_ii,Filter thread,58.0 mm,Physical
canon_28-105_3p5-4p5_ii,Hood product code,EW-63II,Physical
canon_28-105_3p5-4p5_ii,Tripod collar,No,Physical
canon_28-105_3p5-4p5_ii,Optional accessories,"Soft Case ES-C13/LP814
Hard Case LH-C13",Physical
canon_28-200_3p5-5p6_usm,Lens type,Zoom lens,Principal specifications
canon_28-200_3p5-5p6_usm,Max Format size,35mm FF,Principal specifications
canon_28-200_3p5-5p6_usm,Focal length,28–200 mm,Principal specifications
canon_28-200_3p5-5p6_usm,Image stabilization,No,Principal specifications
canon_28-200_3p5-5p6_usm,Lens mount,Canon EF,Principal specifications
canon_28-200_3p5-5p6_usm,Maximum aperture,F3.5–5.6,Aperture
canon_28-200_3p5-5p6_usm,Minimum aperture,F22–36,Aperture
canon_28-200_3p5-5p6_usm,Aperture ring,No,Aperture
canon_28-200_3p5-5p6_usm,Number of diaphragm blades,6,Aperture
canon_28-200_3p5-5p6_usm,Elements,16,Optics
canon_28-200_3p5-5p6_usm,Groups,12,Optics
canon_28-200_3p5-5p6_usm,Minimum focus,0.45 m (17.72″),Focus
canon_28-200_3p5-5p6_usm,Maximum magnification,0.28×,Focus
canon_28-200_3p5-5p6_usm,Autofocus,Yes,Focus
canon_28-200_3p5-5p6_usm,Motor type,Micro-type ultrasonic,Focus
canon_28-200_3p5-5p6_usm,Full time manual,No,Focus
canon_28-200_3p5-5p6_usm,Focus method,Internal,Focus
canon_28-200_3p5-5p6_usm,Distance scale,Yes,Focus
canon_28-200_3p5-5p6_usm,DoF scale,No,Focus
canon_28-200_3p5-5p6_usm,Weight,500 g (1.10 lb),Physical
canon_28-200_3p5-5p6_usm,Diameter,78 mm (3.09″),Physical
canon_28-200_3p5-5p6_usm,Length,90 mm (3.53″),Physical
canon_28-200_3p5-5p6_usm,Materials,"Plastic barrel, metal mount",Physical
canon_28-200_3p5-5p6_usm,Sealing,No,Physical
canon_28-200_3p5-5p6_usm,Colour,Black,Physical
canon_28-200_3p5-5p6_usm,Zoom method,Rotary (extending),Physical
canon_28-200_3p5-5p6_usm,Power zoom,No,Physical
canon_28-200_3p5-5p6_usm,Zoom lock,No,Physical
canon_28-200_3p5-5p6_usm,Filter thread,72.0 mm,Physical
canon_28-200_3p5-5p6_usm,Hood product code,EW-78D,Physical
canon_28-200_3p5-5p6_usm,Tripod collar,No,Physical
canon_28-200_3p5-5p6_usm,Optional accessories,Soft Case LP1116,Physical
nikon_300_4d_if,Lens type,Prime lens,Principal specifications
nikon_300_4d_if,Max Format size,35mm FF,Principal specifications
nikon_300_4d_if,Focal length,300 mm,Principal specifications
nikon_300_4d_if,Image stabilization,No,Principal specifications
nikon_300_4d_if,Lens mount,Nikon F (FX),Principal specifications
nikon_300_4d_if,Maximum aperture,F4,Aperture
nikon_300_4d_if,Minimum aperture,F32,Aperture
nikon_300_4d_if,Aperture ring,Yes,Aperture
nikon_300_4d_if,Number of diaphragm blades,9,Aperture
nikon_300_4d_if,Aperture notes,rounded blades,Aperture
nikon_300_4d_if,Elements,10,Optics
nikon_300_4d_if,Groups,6,Optics
nikon_300_4d_if,Minimum focus,1.45 m (57.09″),Focus
nikon_300_4d_if,Autofocus,Yes,Focus
nikon_300_4d_if,Motor type,Ultrasonic,Focus
nikon_300_4d_if,Full time manual,Yes,Focus
nikon_300_4d_if,Focus method,Internal,Focus
nikon_300_4d_if,Distance scale,Yes,Focus
nikon_300_4d_if,DoF scale,Yes,Focus
nikon_300_4d_if,Weight,1440 g (3.17 lb),Physical
nikon_300_4d_if,Diameter,90 mm (3.54″),Physical
nikon_300_4d_if,Length,223 mm (8.76″),Physical
nikon_300_4d_if,Materials,metal mount,Physical
nikon_300_4d_if,Colour,Grey or Black,Physical
nikon_300_4d_if,Filter thread,77.0 mm,Physical
nikon_300_4d_if,Hood supplied,Yes,Physical
nikon_300_4d_if,Hood product code,built-in hood,Physical
nikon_300_4d_if,Tripod collar,Yes,Physical
nikon_300_4d_if,Optional accessories,Lens case CL-M2,Physical
nikon_24-85_2p8-4d,Lens type,Zoom lens,Principal specifications
nikon_24-85_2p8-4d,Max Format size,35mm FF,Principal specifications
nikon_24-85_2p8-4d,Focal length,24–85 mm,Principal specifications
nikon_24-85_2p8-4d,Image stabilization,No,Principal specifications
nikon_24-85_2p8-4d,Lens mount,Nikon F (FX),Principal specifications
nikon_24-85_2p8-4d,Maximum aperture,F2.8–4,Aperture
nikon_24-85_2p8-4d,Minimum aperture,F22,Aperture
nikon_24-85_2p8-4d,Aperture ring,Yes,Aperture
nikon_24-85_2p8-4d,Number of diaphragm blades,9,Aperture
nikon_24-85_2p8-4d,Aperture notes,rounded blades,Aperture
nikon_24-85_2p8-4d,Elements,15,Optics
nikon_24-85_2p8-4d,Groups,11,Optics
nikon_24-85_2p8-4d,Minimum focus,0.50 m (19.69″),Focus
nikon_24-85_2p8-4d,Autofocus,Yes,Focus
nikon_24-85_2p8-4d,Motor type,Screw drive from camera,Focus
nikon_24-85_2p8-4d,Full time manual,Unknown,Focus
nikon_24-85_2p8-4d,Focus method,Internal,Focus
nikon_24-85_2p8-4d,Distance scale,No,Focus
nikon_24-85_2p8-4d,DoF scale,No,Focus
nikon_24-85_2p8-4d,Weight,545 g (1.20 lb),Physical
nikon_24-85_2p8-4d,Diameter,79 mm (3.09″),Physical
nikon_24-85_2p8-4d,Length,83 mm (3.25″),Physical
nikon_24-85_2p8-4d,Materials,"Plastic barrel, metal mount",Physical
nikon_24-85_2p8-4d,Sealing,No,Physical
nikon_24-85_2p8-4d,Colour,Black,Physical
nikon_24-85_2p8-4d,Zoom method,Rotary (extending),Physical
nikon_24-85_2p8-4d,Filter thread,72.0 mm,Physical
nikon_24-85_2p8-4d,Hood supplied,Yes,Physical
nikon_24-85_2p8-4d,Hood product code,HB-25,Physical
nikon_24-85_2p8-4d,Tripod collar,No,Physical
nikon_18-35_3p5-4p5d,Lens type,Zoom lens,Principal specifications
nikon_18-35_3p5-4p5d,Max Format size,35mm FF,Principal specifications
nikon_18-35_3p5-4p5d,Focal length,18–35 mm,Principal specifications
nikon_18-35_3p5-4p5d,Image stabilization,No,Principal specifications
nikon_18-35_3p5-4p5d,Lens mount,Nikon F (FX),Principal specifications
nikon_18-35_3p5-4p5d,Maximum aperture,F3.5–4.5,Aperture
nikon_18-35_3p5-4p5d,Minimum aperture,F22,Aperture
nikon_18-35_3p5-4p5d,Aperture ring,Yes,Aperture
nikon_18-35_3p5-4p5d,Number of diaphragm blades,7,Aperture
nikon_18-35_3p5-4p5d,Aperture notes,rounded blades,Aperture
nikon_18-35_3p5-4p5d,Elements,11,Optics
nikon_18-35_3p5-4p5d,Groups,8,Optics
nikon_18-35_3p5-4p5d,Special elements / coatings,1 ED glass element and 1 aspherical lens,Optics
nikon_18-35_3p5-4p5d,Minimum focus,0.33 m (12.99″),Focus
nikon_18-35_3p5-4p5d,Autofocus,Yes,Focus
nikon_18-35_3p5-4p5d,Motor type,Screw drive from camera,Focus
nikon_18-35_3p5-4p5d,Full time manual,Unknown,Focus
nikon_18-35_3p5-4p5d,Focus method,Internal,Focus
nikon_18-35_3p5-4p5d,Distance scale,Yes,Focus
nikon_18-35_3p5-4p5d,DoF scale,Yes,Focus
nikon_18-35_3p5-4p5d,Weight,370 g (0.82 lb),Physical
nikon_18-35_3p5-4p5d,Diameter,83 mm (3.25″),Physical
nikon_18-35_3p5-4p5d,Length,83 mm (3.25″),Physical
nikon_18-35_3p5-4p5d,Materials,metal mount,Physical
nikon_18-35_3p5-4p5d,Sealing,No,Physical
nikon_18-35_3p5-4p5d,Colour,Black,Physical
nikon_18-35_3p5-4p5d,Zoom method,Rotary (internal),Physical
nikon_18-35_3p5-4p5d,Filter thread,77.0 mm,Physical
nikon_18-35_3p5-4p5d,Hood supplied,Yes,Physical
nikon_18-35_3p5-4p5d,Hood product code,HB-23,Physical
nikon_18-35_3p5-4p5d,Tripod collar,No,Physical
nikon_70-300_4-5p6g,Lens type,Zoom lens,Principal specifications
nikon_70-300_4-5p6g,Max Format size,35mm FF,Principal specifications
nikon_70-300_4-5p6g,Focal length,70–300 mm,Principal specifications
nikon_70-300_4-5p6g,Image stabilization,No,Principal specifications
nikon_70-300_4-5p6g,Lens mount,Nikon F (FX),Principal specifications
nikon_70-300_4-5p6g,Maximum aperture,F4–5.6,Aperture
nikon_70-300_4-5p6g,Minimum aperture,F32–45,Aperture
nikon_70-300_4-5p6g,Aperture ring,No,Aperture
nikon_70-300_4-5p6g,Number of diaphragm blades,9,Aperture
nikon_70-300_4-5p6g,Elements,13,Optics
nikon_70-300_4-5p6g,Groups,9,Optics
nikon_70-300_4-5p6g,Minimum focus,1.50 m (59.06″),Focus
nikon_70-300_4-5p6g,Maximum magnification,0.26×,Focus
nikon_70-300_4-5p6g,Autofocus,Yes,Focus
nikon_70-300_4-5p6g,Motor type,Screw drive from camera,Focus
nikon_70-300_4-5p6g,Full time manual,No,Focus
nikon_70-300_4-5p6g,Focus method,Extending front,Focus
nikon_70-300_4-5p6g,Distance scale,Yes,Focus
nikon_70-300_4-5p6g,DoF scale,No,Focus
nikon_70-300_4-5p6g,Weight,425 g (0.94 lb),Physical
nikon_70-300_4-5p6g,Diameter,74 mm (2.91″),Physical
nikon_70-300_4-5p6g,Length,117 mm (4.59″),Physical
nikon_70-300_4-5p6g,Materials,"Plastic barrel, plastic mount",Physical
nikon_70-300_4-5p6g,Zoom method,Rotary (extending),Physical
nikon_70-300_4-5p6g,Power zoom,No,Physical
nikon_70-300_4-5p6g,Zoom lock,No,Physical
nikon_70-300_4-5p6g,Filter thread,62.0 mm,Physical
nikon_70-300_4-5p6g,Hood supplied,Yes,Physical
nikon_70-300_4-5p6g,Hood product code,HB-26,Physical
nikon_70-300_4-5p6g,Tripod collar,No,Physical
canon_35-80_4-5p6,Lens type,Zoom lens,Principal specifications
canon_35-80_4-5p6,Max Format size,35mm FF,Principal specifications
canon_35-80_4-5p6,Focal length,35–80 mm,Principal specifications
canon_35-80_4-5p6,Image stabilization,No,Principal specifications
canon_35-80_4-5p6,Lens mount,Canon EF,Principal specifications
canon_35-80_4-5p6,Maximum aperture,F4–5.6,Aperture
canon_35-80_4-5p6,Minimum aperture,F22–32,Aperture
canon_35-80_4-5p6,Aperture ring,No,Aperture
canon_35-80_4-5p6,Number of diaphragm blades,5,Aperture
canon_35-80_4-5p6,Elements,8,Optics
canon_35-80_4-5p6,Groups,8,Optics
canon_35-80_4-5p6,Minimum focus,0.40 m (15.75″),Focus
canon_35-80_4-5p6,Maximum magnification,0.23×,Focus
canon_35-80_4-5p6,Autofocus,Yes,Focus
canon_35-80_4-5p6,Motor type,Micromotor,Focus
canon_35-80_4-5p6,Full time manual,No,Focus
canon_35-80_4-5p6,Focus method,Extending front,Focus
canon_35-80_4-5p6,Distance scale,No,Focus
canon_35-80_4-5p6,DoF scale,No,Focus
canon_35-80_4-5p6,Weight,175 g (0.39 lb),Physical
canon_35-80_4-5p6,Diameter,65 mm (2.56″),Physical
canon_35-80_4-5p6,Length,64 mm (2.5″),Physical
canon_35-80_4-5p6,Materials,"Plastic barrel, plastic mount",Physical
canon_35-80_4-5p6,Sealing,No,Physical
canon_35-80_4-5p6,Colour,Black,Physical
canon_35-80_4-5p6,Zoom method,Rotary (extending),Physical
canon_35-80_4-5p6,Power zoom,No,Physical
canon_35-80_4-5p6,Zoom lock,No,Physical
canon_35-80_4-5p6,Filter thread,52.0 mm,Physical
canon_35-80_4-5p6,Hood product code,EW-54II,Physical
canon_35-80_4-5p6,Tripod collar,No,Physical
canon_35-80_4-5p6,Optional accessories,"Hard Case LH-C13
Soft Case ES-C9/LP814",Physical
canon_35-350_3p5-5p6,Lens type,Zoom lens,Principal specifications
canon_35-350_3p5-5p6,Max Format size,35mm FF,Principal specifications
canon_35-350_3p5-5p6,Focal length,35–350 mm,Principal specifications
canon_35-350_3p5-5p6,Image stabilization,No,Principal specifications
canon_35-350_3p5-5p6,Lens mount,Canon EF,Principal specifications
canon_35-350_3p5-5p6,Maximum aperture,F3.5–5.6,Aperture
canon_35-350_3p5-5p6,Minimum aperture,F22–32,Aperture
canon_35-350_3p5-5p6,Aperture ring,No,Aperture
canon_35-350_3p5-5p6,Number of diaphragm blades,8,Aperture
canon_35-350_3p5-5p6,Elements,21,Optics
canon_35-350_3p5-5p6,Groups,15,Optics
canon_35-350_3p5-5p6,Minimum focus,0.60 m (23.62″),Focus
canon_35-350_3p5-5p6,Maximum magnification,0.25×,Focus
canon_35-350_3p5-5p6,Autofocus,Yes,Focus
canon_35-350_3p5-5p6,Motor type,Ultrasonic,Focus
canon_35-350_3p5-5p6,Full time manual,Yes,Focus
canon_35-350_3p5-5p6,Focus method,Rear,Focus
canon_35-350_3p5-5p6,Distance scale,Yes,Focus
canon_35-350_3p5-5p6,DoF scale,Yes,Focus
canon_35-350_3p5-5p6,Weight,1385 g (3.05 lb),Physical
canon_35-350_3p5-5p6,Diameter,85 mm (3.35″),Physical
canon_35-350_3p5-5p6,Length,167 mm (6.59″),Physical
canon_35-350_3p5-5p6,Materials,"Metal barrel, metal mount",Physical
canon_35-350_3p5-5p6,Colour,Grey and Black,Physical
canon_35-350_3p5-5p6,Zoom method,Push/Pull (extending),Physical
canon_35-350_3p5-5p6,Power zoom,No,Physical
canon_35-350_3p5-5p6,Zoom lock,Yes,Physical
canon_35-350_3p5-5p6,Filter thread,72.0 mm,Physical
canon_35-350_3p5-5p6,Hood product code,EW-78II,Physical
canon_35-350_3p5-5p6,Tripod collar,Yes,Physical
canon_35-350_3p5-5p6,Optional accessories,"Hard Case LH-D22
Soft Case LZ1324",Physical
canon_70-200_4p0,Lens type,Zoom lens,Principal specifications
canon_70-200_4p0,Max Format size,35mm FF,Principal specifications
canon_70-200_4p0,Focal length,70–200 mm,Principal specifications
canon_70-200_4p0,Image stabilization,No,Principal specifications
canon_70-200_4p0,Lens mount,Canon EF,Principal specifications
canon_70-200_4p0,Maximum aperture,F4,Aperture
canon_70-200_4p0,Minimum aperture,F32,Aperture
canon_70-200_4p0,Aperture ring,No,Aperture
canon_70-200_4p0,Number of diaphragm blades,8,Aperture
canon_70-200_4p0,Elements,16,Optics
canon_70-200_4p0,Groups,13,Optics
canon_70-200_4p0,Minimum focus,1.20 m (47.24″),Focus
canon_70-200_4p0,Maximum magnification,0.21×,Focus
canon_70-200_4p0,Autofocus,Yes,Focus
canon_70-200_4p0,Motor type,Ring-type ultrasonic,Focus
canon_70-200_4p0,Full time manual,Yes,Focus
canon_70-200_4p0,Focus method,Internal,Focus
canon_70-200_4p0,Distance scale,Yes,Focus
canon_70-200_4p0,DoF scale,Yes,Focus
canon_70-200_4p0,Weight,705 g (1.55 lb),Physical
canon_70-200_4p0,Diameter,76 mm (2.99″),Physical
canon_70-200_4p0,Length,172 mm (6.77″),Physical
canon_70-200_4p0,Materials,"Metal barrel, metal mount",Physical
canon_70-200_4p0,Colour,Grey and Black,Physical
canon_70-200_4p0,Zoom method,Rotary (internal),Physical
canon_70-200_4p0,Power zoom,No,Physical
canon_70-200_4p0,Zoom lock,Unknown,Physical
canon_70-200_4p0,Filter thread,67.0 mm,Physical
canon_70-200_4p0,Filter notes,circular polarizing filter can be attached and used without difficulty as the front lens element does not rotate during focusing,Physical
canon_70-200_4p0,Hood product code,ET-74,Physical
canon_70-200_4p0,Tripod collar,No,Physical
canon_70-200_4p0,Optional accessories,"Soft Case LZ1224
Tripod collar",Physical
canon_75-300_4-5p6,Lens type,Zoom lens,Principal specifications
canon_75-300_4-5p6,Max Format size,35mm FF,Principal specifications
canon_75-300_4-5p6,Focal length,75–300 mm,Principal specifications
canon_75-300_4-5p6,Image stabilization,No,Principal specifications
canon_75-300_4-5p6,Lens mount,Canon EF,Principal specifications
canon_75-300_4-5p6,Maximum aperture,F4–5.6,Aperture
canon_75-300_4-5p6,Minimum aperture,F32–45,Aperture
canon_75-300_4-5p6,Aperture ring,No,Aperture
canon_75-300_4-5p6,Number of diaphragm blades,7,Aperture
canon_75-300_4-5p6,Elements,13,Optics
canon_75-300_4-5p6,Groups,9,Optics
canon_75-300_4-5p6,Minimum focus,1.50 m (59.06″),Focus
canon_75-300_4-5p6,Maximum magnification,0.25×,Focus
canon_75-300_4-5p6,Autofocus,Yes,Focus
canon_75-300_4-5p6,Motor type,Micromotor,Focus
canon_75-300_4-5p6,Full time manual,No,Focus
canon_75-300_4-5p6,Focus method,Extending front,Focus
canon_75-300_4-5p6,Distance scale,No,Focus
canon_75-300_4-5p6,DoF scale,No,Focus
canon_75-300_4-5p6,Weight,480 g (1.06 lb),Physical
canon_75-300_4-5p6,Diameter,71 mm (2.8″),Physical
canon_75-300_4-5p6,Length,122 mm (4.8″),Physical
canon_75-300_4-5p6,Materials,"Plastic barrel, metal mount",Physical
canon_75-300_4-5p6,Sealing,No,Physical
canon_75-300_4-5p6,Colour,Black,Physical
canon_75-300_4-5p6,Zoom method,Rotary (extending),Physical
canon_75-300_4-5p6,Power zoom,No,Physical
canon_75-300_4-5p6,Zoom lock,No,Physical
canon_75-300_4-5p6,Filter thread,58.0 mm,Physical
canon_75-300_4-5p6,Hood product code,ET-60,Physical
canon_75-300_4-5p6,Tripod collar,No,Physical
canon_75-300_4-5p6,Optional accessories,Soft Case LP1019,Physical
canon_400_2p8_is,Lens type,Prime lens,Principal specifications
canon_400_2p8_is,Max Format size,35mm FF,Principal specifications
canon_400_2p8_is,Focal length,400 mm,Principal specifications
canon_400_2p8_is,Image stabilization,Yes,Principal specifications
canon_400_2p8_is,Lens mount,Canon EF,Principal specifications
canon_400_2p8_is,Maximum aperture,F2.8,Aperture
canon_400_2p8_is,Minimum aperture,F32,Aperture
canon_400_2p8_is,Aperture ring,No,Aperture
canon_400_2p8_is,Number of diaphragm blades,8,Aperture
canon_400_2p8_is,Elements,17,Optics
canon_400_2p8_is,Groups,13,Optics
canon_400_2p8_is,Minimum focus,3.00 m (118.11″),Focus
canon_400_2p8_is,Maximum magnification,0.15×,Focus
canon_400_2p8_is,Autofocus,Yes,Focus
canon_400_2p8_is,Motor type,Ring-type ultrasonic,Focus
canon_400_2p8_is,Full time manual,Yes,Focus
canon_400_2p8_is,Focus method,Internal,Focus
canon_400_2p8_is,Distance scale,Yes,Focus
canon_400_2p8_is,DoF scale,Yes,Focus
canon_400_2p8_is,Weight,5370 g (11.84 lb),Physical
canon_400_2p8_is,Diameter,163 mm (6.42″),Physical
canon_400_2p8_is,Length,349 mm (13.74″),Physical
canon_400_2p8_is,Materials,"Magnesium alloy barrel, metal mount",Physical
canon_400_2p8_is,Sealing,Yes,Physical
canon_400_2p8_is,Colour,Grey and Black,Physical
canon_400_2p8_is,Filter thread,52.0 mm,Physical
canon_400_2p8_is,Hood product code,ET-155,Physical
canon_400_2p8_is,Tripod collar,Yes,Physical
canon_400_2p8_is,Optional accessories,Lens Case 400,Physical
canon_70-200_2p8,Lens type,Zoom lens,Principal specifications
canon_70-200_2p8,Max Format size,35mm FF,Principal specifications
canon_70-200_2p8,Focal length,70–200 mm,Principal specifications
canon_70-200_2p8,Image stabilization,No,Principal specifications
canon_70-200_2p8,Lens mount,Canon EF,Principal specifications
canon_70-200_2p8,Maximum aperture,F2.8,Aperture
canon_70-200_2p8,Minimum aperture,F32,Aperture
canon_70-200_2p8,Aperture ring,No,Aperture
canon_70-200_2p8,Number of diaphragm blades,8,Aperture
canon_70-200_2p8,Elements,18,Optics
canon_70-200_2p8,Groups,15,Optics
canon_70-200_2p8,Special elements / coatings,4 UD-glass elements,Optics
canon_70-200_2p8,Minimum focus,1.50 m (59.06″),Focus
canon_70-200_2p8,Maximum magnification,0.16×,Focus
canon_70-200_2p8,Autofocus,Yes,Focus
canon_70-200_2p8,Motor type,Ultrasonic,Focus
canon_70-200_2p8,Full time manual,Yes,Focus
canon_70-200_2p8,Focus method,Internal,Focus
canon_70-200_2p8,Distance scale,Yes,Focus
canon_70-200_2p8,DoF scale,Yes,Focus
canon_70-200_2p8,Weight,1310 g (2.89 lb),Physical
canon_70-200_2p8,Diameter,85 mm (3.33″),Physical
canon_70-200_2p8,Length,194 mm (7.62″),Physical
canon_70-200_2p8,Materials,"Metal barrel, metal mount",Physical
canon_70-200_2p8,Colour,Grey and Black,Physical
canon_70-200_2p8,Zoom method,Rotary (internal),Physical
canon_70-200_2p8,Power zoom,No,Physical
canon_70-200_2p8,Zoom lock,Unknown,Physical
canon_70-200_2p8,Filter thread,77.0 mm,Physical
canon_70-200_2p8,Hood product code,ET-83II,Physical
canon_70-200_2p8,Tripod collar,Yes,Physical
canon_70-200_2p8,Optional accessories,"Hard Case LH-D24B
Soft Case LZ1324",Physical
nikon_28-70_2p8,Lens type,Zoom lens,Principal specifications
nikon_28-70_2p8,Max Format size,35mm FF,Principal specifications
nikon_28-70_2p8,Focal length,28–70 mm,Principal specifications
nikon_28-70_2p8,Image stabilization,No,Principal specifications
nikon_28-70_2p8,Lens mount,Nikon F (FX),Principal specifications
nikon_28-70_2p8,Maximum aperture,F2.8,Aperture
nikon_28-70_2p8,Minimum aperture,F22,Aperture
nikon_28-70_2p8,Aperture ring,Yes,Aperture
nikon_28-70_2p8,Number of diaphragm blades,9,Aperture
nikon_28-70_2p8,Aperture notes,rounded blades,Aperture
nikon_28-70_2p8,Elements,15,Optics
nikon_28-70_2p8,Groups,11,Optics
nikon_28-70_2p8,Special elements / coatings,2 ED glass elements and 1 molded-glass aspherical lens,Optics
nikon_28-70_2p8,Minimum focus,0.70 m (27.56″),Focus
nikon_28-70_2p8,Autofocus,Yes,Focus
nikon_28-70_2p8,Motor type,Ultrasonic,Focus
nikon_28-70_2p8,Full time manual,Yes,Focus
nikon_28-70_2p8,Focus method,Internal,Focus
nikon_28-70_2p8,Distance scale,Yes,Focus
nikon_28-70_2p8,DoF scale,Yes,Focus
nikon_28-70_2p8,Weight,935 g (2.06 lb),Physical
nikon_28-70_2p8,Diameter,89 mm (3.48″),Physical
nikon_28-70_2p8,Length,122 mm (4.78″),Physical
nikon_28-70_2p8,Materials,metal mount,Physical
nikon_28-70_2p8,Sealing,No,Physical
nikon_28-70_2p8,Colour,Light Grey or Black,Physical
nikon_28-70_2p8,Zoom method,Rotary (extending),Physical
nikon_28-70_2p8,Filter thread,77.0 mm,Physical
nikon_28-70_2p8,Hood supplied,Yes,Physical
nikon_28-70_2p8,Hood product code,HB-19,Physical
nikon_28-70_2p8,Tripod collar,No,Physical
canon_200_2p8,Lens type,Prime lens,Principal specifications
canon_200_2p8,Max Format size,35mm FF,Principal specifications
canon_200_2p8,Focal length,200 mm,Principal specifications
canon_200_2p8,Image stabilization,No,Principal specifications
canon_200_2p8,Lens mount,Canon EF,Principal specifications
canon_200_2p8,Maximum aperture,F2.8,Aperture
canon_200_2p8,Minimum aperture,F32,Aperture
canon_200_2p8,Aperture ring,No,Aperture
canon_200_2p8,Number of diaphragm blades,8,Aperture
canon_200_2p8,Elements,9,Optics
canon_200_2p8,Groups,7,Optics
canon_200_2p8,Special elements / coatings,2 UD-glass elements,Optics
canon_200_2p8,Minimum focus,1.50 m (59.06″),Focus
canon_200_2p8,Maximum magnification,0.16×,Focus
canon_200_2p8,Autofocus,Yes,Focus
canon_200_2p8,Motor type,Ultrasonic,Focus
canon_200_2p8,Full time manual,Yes,Focus
canon_200_2p8,Focus method,Rear,Focus
canon_200_2p8,Distance scale,Yes,Focus
canon_200_2p8,DoF scale,Yes,Focus
canon_200_2p8,Weight,765 g (1.69 lb),Physical
canon_200_2p8,Diameter,83 mm (3.28″),Physical
canon_200_2p8,Length,136 mm (5.36″),Physical
canon_200_2p8,Materials,"Metal barrel, metal mount",Physical
canon_200_2p8,Sealing,No,Physical
canon_200_2p8,Colour,Black,Physical
canon_200_2p8,Filter thread,72.0 mm,Physical
canon_200_2p8,Hood supplied,Yes,Physical
